,name,genres,minimum,recommended,release_date,developer,publisher,overall_player_rating,reviews,english_reviews
250,Riders Republic,"['Racing', 'Open World', 'Massively Multiplayer', 'Sports', 'Multiplayer', 'PvP', 'Bikes', 'Snowboarding', 'Third Person', 'Skiing', 'Cycling', 'BMX', 'First-Person', 'Online Co-Op', 'Co-op', 'Singleplayer', 'Colorful', 'Skateboarding']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64 bit only)', 'Processor: Intel i5-4460 / AMD Ryzen 5 1400', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 970 (4GB) / AMD RX 470 (4 GB)', 'DirectX: Version 12', 'Storage: 20 GB available space', 'Sound Card: DirectX® compatible sound card with latest drivers', 'Additional Notes: Windows Compatible Mouse & Keyboard. Online conneciton required. Controller highly recommended']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64 bit only)', 'Processor: Intel i7-4790 / AMD Ryzen 5 1600', 'Memory: 8 GB RAM', 'Graphics: Nvidia GeForce GTX 1060 (6 GB) / AMD Radeon RX 570 (8 GB)', 'DirectX: Version 12', 'Storage: 20 GB available space', 'Sound Card: DirectX® compatible sound card with latest drivers', 'Additional Notes: Windows Compatible Mouse & Keyboard. Onmline Connection required. Controller highly recommended']","8 Jun, 2023","['Ubisoft Annecy', 'Ubisoft Belgrade', 'Ubisoft Kyiv', 'Ubisoft Pune', 'Ubisoft Odesa']",['Ubisoft Entertainment'],2.0,"(14,718)","3,985"
251,Season 1 MyTEAM Bonus Offer,"['Sports', 'Simulation', 'Basketball', 'eSports', '3D', 'Immersive Sim', 'Management', 'PvP', 'Character Customization', 'Controller', 'Deckbuilding', 'Team-Based', 'Trading', 'Co-op', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Online Co-Op', 'Singleplayer', '4 Player Local']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i3-9100 or AMD Ryzen™ 3 1200', 'Memory: 8 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 960 4 GB or AMD Radeon™ RX 570 4 GB or Intel® Arc™ A580', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit (latest update)', 'Processor: Intel® Core™ i5-10600 or AMD Ryzen™ 5 3600X', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® RTX 2070 8 GB or AMD Radeon™ RX 5700 8 GB or Intel® Arc™ A770', 'DirectX: Version 12', 'Network: Broadband Internet connection', 'Storage: 150 GB available space', 'Additional Notes: SSD Required.  Dual-analog Gamepad recommended.  Initial installation requires one-time internet connection for Steam authentication; software installations required (included with the game) include DirectX and Visual C++ Redistributable 2019.  In order to play NBA 2K25 on PC, you need a processor capable of supporting AVX2 and a graphics card capable of supporting DirectX feature level 12.0.']","4 Sep, 2024",['Visual Concepts'],['2K'],7.0,(9% of 111) All Time,41
252,All-In-One Sports VR,"['Simulation', 'VR', 'Sports', 'Baseball', 'Basketball', 'Bowling', 'Casual', 'Boxing', 'Archery', 'Tennis', 'Pool', 'Golf', 'Arcade', 'eSports', 'Physics', '6DOF', 'Realistic', 'Singleplayer', 'Multiplayer', 'Action']","['OS *: WINDOWS® 7, 8, 8.1, 10 (32/64-BIT)', 'Processor: Intel i5-4590, AMD FX 8350 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better', 'DirectX: Version 9.0', 'Storage: 3 GB available space', 'VR Support: SteamVR or Oculus PC. Room Scale 2m by 1.5m area required', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","['OS: WINDOWS® 10 (32/64-BIT)', 'Processor: Intel i7-4770 equivalent or greater', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 980 equivalent', 'DirectX: Version 11', 'Storage: 3 GB available space', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","7 Apr, 2023",['Appnori Inc.'],['Appnori Inc.'],2.0,(84% of 624) All Time,333
253,Downhill Pro Racer,"['Early Access', 'Racing', 'Sports', 'Bikes', 'Motocross', 'BMX', 'eSports', 'Third Person', 'First-Person', 'Realistic', '3D', 'Combat Racing', 'Automobile Sim', 'Cycling', 'Driving', 'Motorbike', 'Nature', 'Offroad', 'Skateboarding', 'Snowboarding']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7', 'Processor: Intel(R) Core(TM) i5 or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 760 with 2 GB VRAM or more; AMD Radeon HD 7800 with 2 GB VRAM or more', 'DirectX: Version 9.0', 'Storage: 5 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: Intel(R) Core(TM) i7 or equivalent', 'Memory: 32 GB RAM', 'Graphics: NVIDIA GTX 1080 with 8 GB VRAM or more', 'DirectX: Version 10', 'Storage: 10 GB available space']","23 Jun, 2023",['Germán de la Fuente'],['Germán de la Fuente'],4.0,(89% of 19) All Time,15
254,MX vs ATV Legends,"['Racing', 'Sports', 'Arcade', '3D', 'First-Person', 'Realistic', 'Third Person', 'Driving', 'Motocross', 'Family Friendly', 'Motorbike', 'Offroad', 'PvP', 'Controller', 'Physics', 'Multiplayer', 'Singleplayer', 'ATV', 'Open World', 'VR']","['Requires a 64-bit processor and operating system', 'OS: Windows 10, 11', 'Processor: 3.5 GHz with 4 Cores', 'Memory: 8 GB RAM', 'Graphics: Geforce GTX 770 / R9 280X', 'DirectX: Version 11', 'Storage: 35 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10, 11', 'Processor: 4GHz with 4 Cores', 'Memory: 16 GB RAM', 'Graphics: Geforce GTX 1070 / RX 5700', 'DirectX: Version 11', 'Storage: 35 GB available space']","28 Jun, 2022",['Rainbow Studios'],['THQ Nordic'],3.0,"(1,650)","1,623"
255,All In One Sports - Hockey DLC,"['Simulation', 'Sports', 'Casual', 'VR', 'Action', 'Baseball', 'Basketball', 'Bowling', 'Boxing', 'Archery', 'Tennis', 'Pool', 'Golf', 'Arcade', 'eSports', 'Physics', '6DOF', 'Realistic', 'Singleplayer', 'Multiplayer']","['OS *: WINDOWS® 7, 8, 8.1, 10 (32/64-BIT)', 'Processor: Intel i5-4590, AMD FX 8350 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better', 'DirectX: Version 9.0', 'Storage: 4 GB available space', 'VR Support: SteamVR or Oculus PC. Room Scale 2m by 1.5m area required', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","['OS: WINDOWS® 10 (32/64-BIT)', 'Processor: Intel i7-4770 equivalent or greater', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 980 equivalent', 'DirectX: Version 11', 'Storage: 3 GB available space', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","10 Sep, 2024",['Appnori Inc.'],['Appnori Inc.'],,() All Time,0
256,Slime Volley,"['Volleyball', '2D', 'Tennis', 'Sports', 'Arcade', 'PvP', 'Basketball', 'Mini Golf', 'Hockey', 'Football (Soccer)', 'Boxing', 'Skateboarding', 'Casual', '2D Fighter', 'Split Screen', 'Action', 'Local Multiplayer', 'Minimalist', 'Multiplayer', 'Singleplayer']","['OS *: Windows 7 (32-bit)', 'Processor: Dual-core processor', 'Memory: 1 GB RAM', 'Graphics: DX10/GL3 class GPU', 'Storage: 200 MB available space']",['OS: Windows 10 / 11'],"8 Sep, 2023",['Manarock'],['Manarock'],,() All Time,2
257,All In One Sports - Soccer DLC,"['Simulation', 'Sports', 'Casual', 'VR', 'Action', 'Baseball', 'Basketball', 'Bowling', 'Boxing', 'Archery', 'Tennis', 'Pool', 'Golf', 'Arcade', 'eSports', 'Physics', '6DOF', 'Realistic', 'Singleplayer', 'Multiplayer']","['OS *: WINDOWS® 7, 8, 8.1, 10 (32/64-BIT)', 'Processor: Intel i5-4590, AMD FX 8350 equivalent or better', 'Memory: 4 GB RAM', 'Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better', 'DirectX: Version 9.0', 'Storage: 4 GB available space', 'VR Support: SteamVR or Oculus PC. Room Scale 2m by 1.5m area required', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","['OS: WINDOWS® 10 (32/64-BIT)', 'Processor: Intel i7-4770 equivalent or greater', 'Memory: 16 GB RAM', 'Graphics: NVIDIA® GeForce® GTX 980 equivalent', 'DirectX: Version 11', 'Storage: 3 GB available space', 'Additional Notes: HDMI 1.4, DisplayPort 1.2 or newer']","10 Sep, 2024",['Appnori Inc.'],['Appnori Inc.'],,() All Time,4
258,Descenders,"['Sports', 'Racing', 'Cycling', 'Action', 'Bikes', 'Multiplayer', 'Great Soundtrack', 'Procedural Generation', 'Roguelite', 'Open World', 'BMX', 'Fast-Paced', 'Simulation', 'Physics', 'Moddable', 'Addictive', 'Difficult', 'Relaxing', 'Beautiful', 'Competitive']","['OS *: Windows 7, 8', 'Processor: Intel Core i5', 'Memory: 4 GB RAM', 'Graphics: Nvidia Geforce GTX 550/equivalent or higher*', 'DirectX: Version 11', 'Storage: 9 GB available space', 'Additional Notes: *Incompatible with some lower end Intel HD laptop GPUs (620/520/4000/etc.)']","['OS: Windows 10', 'Processor: High-range Intel Core i5', 'Memory: 8 GB RAM', 'Graphics: Nvidia Geforce GTX 760/equivalent or higher', 'DirectX: Version 11', 'Storage: 9 GB available space']","7 May, 2019",['RageSquid'],['No More Robots'],1.0,"(14,146)","9,660"
259,RIDE 5,"['Racing', 'Simulation', 'Sports', 'Motorbike', 'Split Screen', 'Bikes', 'Driving', 'Multiplayer', 'Realistic', 'Singleplayer', 'Local Multiplayer', 'First-Person', 'Controller', 'Third Person', 'PvP', 'Physics', 'Family Friendly', 'Character Customization', 'Artificial Intelligence', 'Tutorial']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit or later', 'Processor: Intel i3-10100 / AMD FX-8350 or equivalent', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 1650 / Radeon RX 570 or equivalent', 'DirectX: Version 11', 'Storage: 50 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-Bit or later', 'Processor: Intel i7-10700 / AMD Ryzen 5 5600X or equivalent', 'Memory: 16 GB RAM', 'Graphics: GeForce RTX 2080 / AMD Radeon RX 6600 XT or equivalent', 'DirectX: Version 11', 'Storage: 50 GB available space']","24 Aug, 2023",['Milestone S.r.l.'],['Milestone S.r.l.'],3.0,"(1,063)",608
260,Golf It!,"['Multiplayer', 'Mini Golf', 'Golf', 'Casual', 'Sports', 'Funny', 'Online Co-Op', 'Singleplayer', 'Simulation', 'Level Editor', 'Indie', 'Early Access', 'Local Multiplayer', 'Sandbox', 'Co-op', 'Family Friendly', 'VR', 'Memes', 'Difficult', 'Strategy']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 or higher (64-bit)', 'Processor: 2 GHz Processor or better', 'Memory: 4 GB RAM', 'Graphics: 1024 MB', 'DirectX: Version 10', 'Storage: 15 GB available space', 'VR Support: SteamVR or Oculus PC']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 (64-bit)', 'Processor: 4 GHz Processor or better', 'Memory: 8 GB RAM', 'Graphics: Nvidia 780 GTX or better', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 15 GB available space']","18 Aug, 2023",['Perfuse Entertainment'],['Perfuse Entertainment'],2.0,"(22,129)","13,822"
261,Motordoom,"['Skateboarding', 'BMX', 'Roguelite', 'Arcade', 'Action Roguelike', 'Shooter', 'Bullet Hell', 'Roguelike', 'Motocross', 'Vehicular Combat', 'Sports', 'Motorbike', 'Action', '3D', 'Arena Shooter', 'Bikes', 'Demons', 'Singleplayer', 'Retro', 'Third-Person Shooter']","['OS: Windows 10', 'Processor: i5-4460', 'Memory: 1 GB RAM', 'Graphics: Intel HD 4600', 'Storage: 2 GB available space', 'Sound Card: TBA', 'Additional Notes: Use of controller recommended']","['OS: Windows 10', 'Processor: i5-4670K', 'Memory: 4 GB RAM', 'Graphics: GeForce GTX 1050', 'Storage: 4 GB available space', 'Sound Card: TBA', 'Additional Notes: Use of controller recommended']","2 Aug, 2024",['Hobo Cat Games'],['Hobo Cat Games'],2.0,(97% of 108) All Time,104
262,Sledders,"['Motocross', 'Simulation', 'Motorbike', 'Snow', 'Offroad', 'Racing', 'Sports', 'Moddable', 'Exploration', 'Physics', 'Driving', 'Character Customization', 'Multiplayer', 'Immersive Sim', '3D', 'Early Access', 'Realistic', 'Third Person', 'Bikes', 'Sandbox']","['OS: Windows 10', 'Processor: 2.4 Ghz or better', 'Memory: 8 GB RAM', 'DirectX: Version 11', 'Storage: 2 GB available space', 'Additional Notes: Internet required for multiplayer']","['OS: Windows 10+', 'Processor: 3.0 Ghz or better', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 1650', 'Network: Broadband Internet connection', 'Storage: 5 GB available space', 'Additional Notes: Internet required for multiplayer']","5 Dec, 2023",['Hanki Games'],['Bonus Stage Publishing'],1.0,"(1,711)","1,299"
263,The Ramp,"['Skateboarding', 'Sports', 'Skating', 'Relaxing', 'Minimalist', 'Snowboarding', 'BMX', 'Sandbox', 'Action', 'Controller', 'Casual', 'Arcade', 'Singleplayer', '3D', 'Stylized', 'Skiing', 'Indie', 'Atmospheric', 'Driving', 'Simulation']","['Requires a 64-bit processor and operating system', 'OS: Windows 10', 'Processor: 2.7 GHz Duo Core', 'Memory: 4 GB RAM', 'Graphics: 2 GB VRAM', 'Storage: 900 MB available space', ""Sound Card: You don't really need one. Just humming your favourite tunes will do.""]",['Requires a 64-bit processor and operating system'],"3 Aug, 2021",['Paul Schnepf'],['hyperparadise'],1.0,"(95% of 1,058) All Time","1,000"
264,Monster Energy Supercross - The Official Videogame,"['Sports', 'Simulation', 'Racing', 'Motorbike', 'Motocross', 'Bikes', 'Cycling', 'Multiplayer', 'Singleplayer']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 64-Bit or later', 'Processor: Intel Core i5-2500K;  AMD FX-6350  or equivalent', 'Memory: 4 GB RAM', 'Graphics: NVIDIA GeForce GTX 760 with 2 GB VRAM or more; AMD Radeon HD 7800 with 2 GB VRAM or more', 'DirectX: Version 11', 'Storage: 13 GB available space', 'Sound Card: DirectX compatible']","['Requires a 64-bit processor and operating system', 'OS *: Windows 7 64-Bit or later', 'Processor: Intel Core i5-6600K,  AMD FX-8350 Eight-Core or equivalent', 'Memory: 8 GB RAM', 'Graphics: NVIDIA GeForce GTX 960 with 4 GB VRAM or more; AMD Radeon R9 380 with 4 GB VRAM or more', 'DirectX: Version 11', 'Storage: 15 GB available space', 'Sound Card: DirectX compatible']","13 Feb, 2018",['Milestone S.r.l.'],['Milestone S.r.l.'],2.0,(83% of 702) All Time,539
265,Skater XL - The Ultimate Skateboarding Game,"['Skateboarding', 'Skating', 'Multiplayer', 'Sports', 'Sandbox', 'Online Co-Op', 'Moddable', 'Physics', 'Character Customization', 'Simulation', 'Adventure', 'Mod', 'Controller', 'Action', 'Singleplayer', 'Realistic', 'Open World', 'Snowboarding', 'Soundtrack', 'Indie']","['OS *: Windows 7', 'Processor: 2.5GHz dual core i5 or higher', 'Memory: 8 GB RAM', 'Graphics: GTX 950 or higher', 'DirectX: Version 11', 'Storage: 5 GB available space', 'Additional Notes: Please drop quality settings if not seeing 60FPS. This game is best played buttery smooth!']","['OS: Windows 10', 'Processor: 3.5GHz quad core i5 or higher', 'Memory: 16 GB RAM', 'Graphics: GTX 960 or higher', 'DirectX: Version 11', 'Storage: 5 GB available space', 'Additional Notes: Consistent 58-60FPS on Ultra with these specs in beta testing.']","28 Jul, 2020",['Easy Day Studios Pty Ltd'],['Easy Day Studios Pty Ltd'],2.0,"(18,108)","13,304"
266,TrackDayR,"['Motocross', 'Bikes', 'Racing', 'Simulation', 'Motorbike', 'ATV', 'Sports', 'Driving', 'Realistic', 'PvP', '3D', 'Early Access', 'Indie', 'Singleplayer', 'Massively Multiplayer', 'Multiplayer', 'Automobile Sim', 'Runner', 'Offroad', 'First-Person']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 64-bit Service Pack 1', 'Processor: Intel Core i5-4460 or AMD FX-8120', 'Memory: 8192 MB RAM', 'Graphics: Nvidia GTX 770, Radeon HD 7970', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space']","['Requires a 64-bit processor and operating system', 'OS: Windows 11 64-bit', 'Processor: Intel Core i5-8600K or AMD Ryzen 5 2600X', 'Memory: 16384 MB RAM', 'Graphics: GeForce GTX 1070 8 GB, Radeon RX 580 8GB', 'DirectX: Version 11', 'Network: Broadband Internet connection', 'Storage: 20 GB available space']","17 Mar, 2021",['MadCow S.r.l.'],['MadCow S.r.l.'],2.0,(649),319
267,69 Balls,"['Pool', 'Football (Soccer)', 'Multiplayer', 'PvP', 'Funny', 'Team-Based', 'eSports', 'Third Person', 'Sports', 'Action', 'Mini Golf', 'Football (American)', 'Simulation', 'RTS', 'Shooter', 'Real Time Tactics', 'Third-Person Shooter', '3D', 'Cartoony', 'Free to Play']","['Requires a 64-bit processor and operating system', 'OS *: 64-bit version of Windows 7 (SP1+), Windows 10 [1], or Windows 11', 'Processor: an Intel Core i5-6600 (3.3 GHz) or AMD Ryzen 5 1400 (3.2 GHz) processor', 'Memory: 8 MB RAM', 'Graphics: NVIDIA GeForce GTX 960 4GB or AMD Radeon RX 560 2GB', 'Storage: 200 MB available space', 'Sound Card: N/A']",['Requires a 64-bit processor and operating system'],"16 Jun, 2023","['Matthew Choi', 'Plum Point 2']",['GKStudio'],2.0,(91% of 143) All Time,120
268,MX vs. ATV Reflex,"['Racing', 'Motocross', 'Offroad', 'Multiplayer', 'Motorbike', 'Open World', 'Sports', 'Singleplayer', 'ATV', 'Simulation', 'Action', 'Bikes', 'Moddable', 'Controller', 'Arcade', 'Driving']","['OS *: Windows XP, Vista, Windows 7', 'Processor: Athlon 64 Processor 3800+ 2.4Ghz or better, Intel Pentium 4 530 3.0 Ghz Processor or better', 'Memory: 1GB XP, 2GB Vista/Windows 7', 'Graphics: NVIDIA GeForce 8000 series 256MB graphics card or better, ATI Radeon HD 2000 series 256MB graphics card or better', 'DirectX®: Latest 9.0c or better', 'Hard Drive: 8GB', 'Sound: Windows compatible sound card']","['OS *: Windows XP, Vista, Windows 7', 'Processor: Athlon 64 Processor 3800+ 2.4Ghz or better, Intel Pentium 4 530 3.0 Ghz Processor or better', 'Memory: 1GB XP, 2GB Vista/Windows 7', 'Graphics: NVIDIA GeForce 8000 series 256MB graphics card or better, ATI Radeon HD 2000 series 256MB graphics card or better', 'DirectX®: Latest 9.0c or better', 'Hard Drive: 8GB', 'Sound: Windows compatible sound card']","26 Nov, 2010","['Rainbow Studios', 'THQ Nordic']",['THQ Nordic'],2.0,"(87% of 2,597) All Time","2,118"
269,MXGP 2021 - The Official Motocross Videogame,"['Racing', 'Simulation', 'Sports', 'Bikes', 'Motocross', 'Motorbike', 'PvP', 'Multiplayer', 'Singleplayer']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 Home (x64)', 'Processor: Intel Core i5-4590', 'Memory: 8 GB RAM', 'Graphics: GeForce GTX 660', 'DirectX: Version 11', 'Storage: 15 GB available space', 'Sound Card: DirectX compatible']","['Requires a 64-bit processor and operating system', 'OS: Windows 10 Home (x64)', 'Processor: Intel Core i7-6700 / AMD Ryzen 5 3600', 'Memory: 16 GB RAM', 'Graphics: GeForce GTX 1060 / Radeon RX 580', 'DirectX: Version 11', 'Storage: 15 GB available space', 'Sound Card: DirectX compatible']","30 Nov, 2021",['Milestone S.r.l.'],['Milestone S.r.l.'],2.0,(757),362
